invoice_no,stock_code,description,quantity,invoice_date,unit_price_gbp,customer_id,country,market
499517,21243,PINK  SPOTTY PLATE,8,2010-03-01 09:58:00,1.69,12598,France,Europe
499517,21244,BLUE  SPOTTY PLATE,8,2010-03-01 09:58:00,1.69,12598,France,Europe
499517,21432,SET OF 3 CASES WOODLAND DESIGN,2,2010-03-01 09:58:00,5.95,12598,France,Europe
499517,21542,WOODLAND WATER TRANSFER TATTOOS,12,2010-03-01 09:58:00,0.85,12598,France,Europe
499517,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,6,2010-03-01 09:58:00,2.55,12598,France,Europe
499517,21680,WOODLAND  STICKERS,12,2010-03-01 09:58:00,0.85,12598,France,Europe
499517,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-03-01 09:58:00,2.55,12598,France,Europe
499517,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-03-01 09:58:00,2.55,12598,France,Europe
499517,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-03-01 09:58:00,1.65,12598,France,Europe
499517,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2010-03-01 09:58:00,1.25,12598,France,Europe
499517,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2010-03-01 09:58:00,3.75,12598,France,Europe
499517,22090,PAPER BUNTING RETRO SPOTS,12,2010-03-01 09:58:00,2.95,12598,France,Europe
499517,22138,BAKING SET 9 PIECE RETROSPOT,6,2010-03-01 09:58:00,4.95,12598,France,Europe
499517,22352,LUNCHBOX WITH CUTLERY RETROSPOT,6,2010-03-01 09:58:00,2.55,12598,France,Europe
499517,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,6,2010-03-01 09:58:00,2.55,12598,France,Europe
499517,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,6,2010-03-01 09:58:00,3.75,12598,France,Europe
499517,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,2010-03-01 09:58:00,3.75,12598,France,Europe
499517,85099B,JUMBO BAG RED WHITE SPOTTY,10,2010-03-01 09:58:00,1.95,12598,France,Europe
499517,POST,POSTAGE,3,2010-03-01 09:58:00,18.0,12598,France,Europe
499519,20838,FRENCH LATTICE CUSHION COVER,36,2010-03-01 10:06:00,0.85,13694,United Kingdom,UK
499519,20840,FRENCH FLORAL CUSHION COVER,36,2010-03-01 10:06:00,0.85,13694,United Kingdom,UK
499520,21298,EDWARDIAN 2 DRAWER WALL CABINET,4,2010-03-01 10:07:00,12.75,13694,United Kingdom,UK
499520,21299,EDWARDIAN TOILET ROLL UNIT,12,2010-03-01 10:07:00,3.95,13694,United Kingdom,UK
499520,21300,ANTIQUE EDWARDIAN DRESSER,16,2010-03-01 10:07:00,12.75,13694,United Kingdom,UK
499520,21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,20,2010-03-01 10:07:00,5.95,13694,United Kingdom,UK
499520,84984B,RED PEONY CUSHION COVER,100,2010-03-01 10:07:00,1.25,13694,United Kingdom,UK
499520,84984C,ORIENTAL BLUE CUSHION COVER,100,2010-03-01 10:07:00,1.25,13694,United Kingdom,UK
499520,84984D,ORIENTAL RED CUSHION COVER,100,2010-03-01 10:07:00,1.25,13694,United Kingdom,UK
499521,15044A,PINK PAPER PARASOL,50,2010-03-01 10:14:00,2.55,13694,United Kingdom,UK
499521,15044C,PURPLE PAPER PARASOL,50,2010-03-01 10:14:00,2.55,13694,United Kingdom,UK
499521,15044D,RED PAPER PARASOL,50,2010-03-01 10:14:00,2.55,13694,United Kingdom,UK
499521,20984,12 PENCILS TALL TUBE POSY,192,2010-03-01 10:14:00,0.72,13694,United Kingdom,UK
499521,21165,BEWARE OF THE CAT METAL SIGN,48,2010-03-01 10:14:00,1.45,13694,United Kingdom,UK
499521,21166,COOK WITH WINE METAL SIGN,48,2010-03-01 10:14:00,1.69,13694,United Kingdom,UK
499521,21175,GIN + TONIC DIET METAL SIGN,48,2010-03-01 10:14:00,1.85,13694,United Kingdom,UK
499521,21407,BROWN CHECK CAT DOORSTOP,32,2010-03-01 10:14:00,3.75,13694,United Kingdom,UK
499521,21656,RIDGED GLASS POSY VASE,36,2010-03-01 10:14:00,1.25,13694,United Kingdom,UK
499521,21665,TRIANGULAR RIDGED GLASS POSY HOLDER,72,2010-03-01 10:14:00,0.55,13694,United Kingdom,UK
499521,22327,ROUND SNACK BOXES SET OF 4 SKULLS,48,2010-03-01 10:14:00,2.55,13694,United Kingdom,UK
499521,71495A,CD WALL TIDY BLUE OFFICE,96,2010-03-01 10:14:00,0.36,13694,United Kingdom,UK
499521,71495B,CD WALL TIDY RED FLOWERS,96,2010-03-01 10:14:00,0.36,13694,United Kingdom,UK
499521,71496A,A4 WALL TIDY BLUE OFFICE,96,2010-03-01 10:14:00,0.53,13694,United Kingdom,UK
499521,75049L,LARGE CIRCULAR MIRROR MOBILE,96,2010-03-01 10:14:00,0.85,13694,United Kingdom,UK
499521,82580,BATHROOM METAL SIGN,250,2010-03-01 10:14:00,0.42,13694,United Kingdom,UK
499521,82585,SWEET VALENCIA CANDLE+CUP,48,2010-03-01 10:14:00,1.06,13694,United Kingdom,UK
499521,84051,ASS COLOUR GLOWING TIARAS,120,2010-03-01 10:14:00,0.64,13694,United Kingdom,UK
499521,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2010-03-01 10:14:00,0.18,13694,United Kingdom,UK
499521,84422,PINK/BLUE DISC/MIRROR STRING,72,2010-03-01 10:14:00,0.65,13694,United Kingdom,UK
499521,85042,ANTIQUE LILY FAIRY LIGHTS,24,2010-03-01 10:14:00,4.25,13694,United Kingdom,UK
499521,85124A,PINK JUICY FRUIT PHOTO FRAME,36,2010-03-01 10:14:00,2.1,13694,United Kingdom,UK
499521,85124B,BLUE JUICY FRUIT PHOTO FRAME,36,2010-03-01 10:14:00,2.1,13694,United Kingdom,UK
499521,85124C,GREEN JUICY FRUIT PHOTO FRAME,36,2010-03-01 10:14:00,2.1,13694,United Kingdom,UK
499521,85150,LADIES & GENTLEMEN METAL SIGN,48,2010-03-01 10:14:00,2.1,13694,United Kingdom,UK
499521,85162B,BLACK RETRODISC LAMPSHADE,120,2010-03-01 10:14:00,1.95,13694,United Kingdom,UK
499521,85162C,WHITE RETRODISC LAMPSHADE,48,2010-03-01 10:14:00,1.95,13694,United Kingdom,UK
499523,20754,RETRO RED SPOTTY WASHING UP GLOVES,72,2010-03-01 10:17:00,1.69,13694,United Kingdom,UK
499523,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",24,2010-03-01 10:17:00,4.25,13694,United Kingdom,UK
499523,21232,STRAWBERRY CERAMIC TRINKET BOX,288,2010-03-01 10:17:00,1.06,13694,United Kingdom,UK
499523,21934,SKULL SHOULDER BAG,100,2010-03-01 10:17:00,1.45,13694,United Kingdom,UK
499523,21935,SUKI  SHOULDER BAG,100,2010-03-01 10:17:00,1.45,13694,United Kingdom,UK
499523,22055,MINI CAKE STAND  HANGING STRAWBERY,160,2010-03-01 10:17:00,1.45,13694,United Kingdom,UK
499523,22066,LOVE HEART TRINKET POT,192,2010-03-01 10:17:00,1.25,13694,United Kingdom,UK
499523,22073,RETRO SPOT STORAGE JAR,16,2010-03-01 10:17:00,3.39,13694,United Kingdom,UK
499523,37343,SPOTS DESIGN MUG W PINK INSIDE,48,2010-03-01 10:17:00,1.27,13694,United Kingdom,UK
499523,37467,PIG MUG IN TWO COLOUR DESIGNS,12,2010-03-01 10:17:00,0.85,13694,United Kingdom,UK
499523,47559B,TEA TIME OVEN GLOVE,50,2010-03-01 10:17:00,1.06,13694,United Kingdom,UK
499523,47568,ENGLISH ROSE DESIGN PEG BAG,100,2010-03-01 10:17:00,1.69,13694,United Kingdom,UK
499523,79066K,RETRO MOD TRAY,48,2010-03-01 10:17:00,0.64,13694,United Kingdom,UK
499523,79190B,RETRO PLASTIC POLKA TRAY,300,2010-03-01 10:17:00,0.32,13694,United Kingdom,UK
499523,79191B,RETRO PLASTIC POLKA TRAY,144,2010-03-01 10:17:00,0.63,13694,United Kingdom,UK
499523,84050,PINK HEART SHAPE EGG FRYING PAN,72,2010-03-01 10:17:00,1.25,13694,United Kingdom,UK
499524,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,432,2010-03-01 10:19:00,0.21,13694,United Kingdom,UK
499524,17021,NAMASTE SWAGAT INCENSE,600,2010-03-01 10:19:00,0.24,13694,United Kingdom,UK
499524,17084R,ASSORTED INCENSE PACK,1440,2010-03-01 10:19:00,0.16,13694,United Kingdom,UK
499524,17096,ASSORTED LAQUERED INCENSE HOLDERS,576,2010-03-01 10:19:00,0.17,13694,United Kingdom,UK
499524,21076,SET/20 COLLAGE PAPER NAPKIN,96,2010-03-01 10:19:00,0.64,13694,United Kingdom,UK
499524,21077,SET/20 WOODLAND PAPER NAPKINS,96,2010-03-01 10:19:00,0.64,13694,United Kingdom,UK
499524,21080,SET/20 RED SPOTTY PAPER NAPKINS,192,2010-03-01 10:19:00,0.64,13694,United Kingdom,UK
499524,21082,SET/20 FRUIT SALAD PAPER NAPKINS,96,2010-03-01 10:19:00,0.64,13694,United Kingdom,UK
499524,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,21213,PACK OF 72 SKULL CAKE CASES,360,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,21215,IVORY PAPER CUP CAKE CASES,120,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,21989,PACK OF 20 SKULL PAPER NAPKINS,192,2010-03-01 10:19:00,0.64,13694,United Kingdom,UK
499524,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,35160,BUDDHA INCENSE HOLDER ASSORTED,144,2010-03-01 10:19:00,0.72,13694,United Kingdom,UK
499524,72225C,LAVENDER SCENT CAKE CANDLE,576,2010-03-01 10:19:00,0.21,13694,United Kingdom,UK
499524,72225D,VANILLA SCENT CAKE CANDLE,576,2010-03-01 10:19:00,0.21,13694,United Kingdom,UK
499524,84989A,75 GREEN FAIRY CAKE CASES,120,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,84991,60 TEATIME FAIRY CAKE CASES,240,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499524,84992,72 SWEETHEART FAIRY CAKE CASES,240,2010-03-01 10:19:00,0.42,13694,United Kingdom,UK
499525,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1200,2010-03-01 10:21:00,0.11,13694,United Kingdom,UK
499526,15056N,EDWARDIAN PARASOL NATURAL,2,2010-03-01 10:36:00,5.95,17241,United Kingdom,UK
499526,20749,ASSORTED COLOUR MINI CASES,2,2010-03-01 10:36:00,7.95,17241,United Kingdom,UK
499526,20750,RED/WHITE DOT MINI CASES,2,2010-03-01 10:36:00,7.95,17241,United Kingdom,UK
499526,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-03-01 10:36:00,1.25,17241,United Kingdom,UK
499526,84619,BLUE GINGHAM ROSE QUILT,5,2010-03-01 10:36:00,12.75,17241,United Kingdom,UK
499526,85125,SMALL ROUND CUT GLASS CANDLESTICK,2,2010-03-01 10:36:00,4.95,17241,United Kingdom,UK
499527,21181,PLEASE ONE PERSON METAL SIGN,12,2010-03-01 11:04:00,2.1,14870,United Kingdom,UK
499527,21298,EDWARDIAN 2 DRAWER WALL CABINET,4,2010-03-01 11:04:00,12.75,14870,United Kingdom,UK
499527,21299,EDWARDIAN TOILET ROLL UNIT,12,2010-03-01 11:04:00,3.95,14870,United Kingdom,UK
499527,21300,ANTIQUE EDWARDIAN DRESSER,4,2010-03-01 11:04:00,12.75,14870,United Kingdom,UK
499527,21533,RETRO SPOT LARGE MILK JUG,3,2010-03-01 11:04:00,4.95,14870,United Kingdom,UK
499527,21535,RETRO SPOT SMALL MILK JUG,6,2010-03-01 11:04:00,2.55,14870,United Kingdom,UK
499527,21539,RETRO SPOTS BUTTER DISH,3,2010-03-01 11:04:00,4.95,14870,United Kingdom,UK
499527,21843,RETRO SPOT CAKE STAND,2,2010-03-01 11:04:00,10.95,14870,United Kingdom,UK
499527,22413,METAL SIGN TAKE IT OR LEAVE IT,6,2010-03-01 11:04:00,2.95,14870,United Kingdom,UK
499527,22495,SET OF 2 ROUND TINS CAMEMBERT,6,2010-03-01 11:04:00,2.95,14870,United Kingdom,UK
499527,22498,WOODEN REGATTA BUNTING,3,2010-03-01 11:04:00,5.95,14870,United Kingdom,UK
499527,22499,WOODEN UNION JACK BUNTING,3,2010-03-01 11:04:00,5.95,14870,United Kingdom,UK
499527,84619,BLUE GINGHAM ROSE QUILT,5,2010-03-01 11:04:00,12.75,14870,United Kingdom,UK
499527,84638,SMALL KITCHEN FLOWER POTS PLAQUE,16,2010-03-01 11:04:00,1.45,14870,United Kingdom,UK
499528,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-03-01 11:18:00,0.95,17865,United Kingdom,UK
499528,21165,BEWARE OF THE CAT METAL SIGN,48,2010-03-01 11:18:00,1.45,17865,United Kingdom,UK
499528,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-03-01 11:18:00,1.25,17865,United Kingdom,UK
499528,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-03-01 11:18:00,1.25,17865,United Kingdom,UK
499528,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2010-03-01 11:18:00,1.25,17865,United Kingdom,UK
499528,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,18,2010-03-01 11:18:00,1.25,17865,United Kingdom,UK
499528,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-03-01 11:18:00,1.25,17865,United Kingdom,UK
499528,22070,SMALL RETRO SPOT MUG IN BOX  RED,2,2010-03-01 11:18:00,3.75,17865,United Kingdom,UK
499528,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,2,2010-03-01 11:18:00,3.75,17865,United Kingdom,UK
499528,22072,TEA CUP AND SAUCER RETRO SPOT,8,2010-03-01 11:18:00,3.75,17865,United Kingdom,UK
499528,22413,METAL SIGN TAKE IT OR LEAVE IT,12,2010-03-01 11:18:00,2.95,17865,United Kingdom,UK
499528,37448,CERAMIC CAKE DESIGN SPOTTED MUG,5,2010-03-01 11:18:00,1.49,17865,United Kingdom,UK
499529,10002,INFLATABLE POLITICAL GLOBE,36,2010-03-01 11:28:00,0.85,13010,United Kingdom,UK
499529,21866,UNION JACK FLAG LUGGAGE TAG,24,2010-03-01 11:28:00,1.25,13010,United Kingdom,UK
499529,22023,EMPIRE BIRTHDAY CARD,24,2010-03-01 11:28:00,0.42,13010,United Kingdom,UK
499529,22047,EMPIRE GIFT WRAP,25,2010-03-01 11:28:00,0.42,13010,United Kingdom,UK
499529,22207,FRYING PAN UNION FLAG,12,2010-03-01 11:28:00,4.25,13010,United Kingdom,UK
499529,48138,DOOR MAT UNION FLAG,6,2010-03-01 11:28:00,7.49,13010,United Kingdom,UK
499532,20679,EDWARDIAN PARASOL RED,6,2010-03-01 11:33:00,5.95,15219,United Kingdom,UK
499532,20910,VINTAGE PHOTO ALBUM PARIS DAYS,6,2010-03-01 11:33:00,6.35,15219,United Kingdom,UK
499532,21114,LAVENDER SCENTED FABRIC HEART,10,2010-03-01 11:33:00,1.25,15219,United Kingdom,UK
499532,21135,VICTORIAN  METAL POSTCARD SPRING,16,2010-03-01 11:33:00,1.69,15219,United Kingdom,UK
499532,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-03-01 11:33:00,1.25,15219,United Kingdom,UK
499532,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2010-03-01 11:33:00,2.55,15219,United Kingdom,UK
499532,21384,IVORY HANGING DECORATION  BUTTERFLY,24,2010-03-01 11:33:00,0.85,15219,United Kingdom,UK
499532,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,4,2010-03-01 11:33:00,9.95,15219,United Kingdom,UK
499532,22227,"DECORATION, HANGING HEART+MIRROR",24,2010-03-01 11:33:00,0.65,15219,United Kingdom,UK
499532,22261,FELT EGG COSY WHITE RABBIT,12,2010-03-01 11:33:00,0.85,15219,United Kingdom,UK
499532,22297,HEART IVORY TRELLIS SMALL,24,2010-03-01 11:33:00,1.25,15219,United Kingdom,UK
499532,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2010-03-01 11:33:00,0.85,15219,United Kingdom,UK
499532,35971,ROSE FOLKART HEART DECORATIONS,24,2010-03-01 11:33:00,1.25,15219,United Kingdom,UK
499532,84459A,PINK METAL CHICKEN HEART,12,2010-03-01 11:33:00,1.49,15219,United Kingdom,UK
499532,84459B,YELLOW METAL CHICKEN HEART,12,2010-03-01 11:33:00,1.49,15219,United Kingdom,UK
499532,85006,SET 4 NURSERY DES ROUND BOXES,6,2010-03-01 11:33:00,2.95,15219,United Kingdom,UK
499532,85008,SET OF 3 CONEY ISLAND OVAL BOXES,16,2010-03-01 11:33:00,1.65,15219,United Kingdom,UK
499533,20685,DOOR MAT RED SPOT,1,2010-03-01 11:34:00,7.49,17362,United Kingdom,UK
499533,21437,24 HANGING EASTER EGGS FLORAL TUB,2,2010-03-01 11:34:00,3.75,17362,United Kingdom,UK
499533,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,2,2010-03-01 11:34:00,2.95,17362,United Kingdom,UK
499533,22228,BUNNY WOODEN PAINTED WITH BIRD,3,2010-03-01 11:34:00,0.85,17362,United Kingdom,UK
499533,22231,JIGSAW TREE WITH BIRDHOUSE,2,2010-03-01 11:34:00,1.45,17362,United Kingdom,UK
499533,22291,"SPRING DEC , HANGING CHICK CREAM",3,2010-03-01 11:34:00,1.45,17362,United Kingdom,UK
499533,22292,"SPRING DEC , HANGING CHICK  YELLOW",3,2010-03-01 11:34:00,1.45,17362,United Kingdom,UK
499533,22293,"SPRING DEC , HANGING CHICK  GREEN",4,2010-03-01 11:34:00,1.45,17362,United Kingdom,UK
499533,22300,COFFEE MUG DOG + BALL DESIGN,3,2010-03-01 11:34:00,2.55,17362,United Kingdom,UK
499533,22301,COFFEE MUG CAT + BIRD DESIGN,2,2010-03-01 11:34:00,2.55,17362,United Kingdom,UK
